,Date,low,high,open,close,volume,Funding Rate,FRbin,Pricebin,FR1day,FR1day%,FR5day,FR5day%,Price1day,Price1day%,Price5day,Price5day%
14,2016-05-29,491.01,549.99,523.35,525.22,9957.52724318,0.2588,4.0,0,0.22379999999999997,0.8647604327666151,0.22149999999999997,0.8558732612055642,10.5,0.019091256204658267,101.49000000000001,0.18453062782959692
15,2016-05-30,519.0,541.0,525.22,532.55,5960.33332201,0.7046,4.0,0,0.44580000000000003,0.6326994039171161,0.6728,0.9548680102185636,-8.990000000000009,-0.01661737523105362,88.57999999999998,0.16373382624768942
16,2016-05-31,520.01,544.9,532.56,531.34,8491.97268136,0.296,4.0,0,-0.4086,-1.3804054054054056,0.26349999999999996,0.8902027027027026,3.8999999999999773,0.007157276564507207,89.90999999999997,0.1650027527986786
17,2016-06-01,524.39,541.5,531.25,534.84,5736.65283224,0.1285,4.0,0,-0.16749999999999998,-1.3035019455252916,0.0943,0.733852140077821,-3.3999999999999773,-0.006278855032317595,64.75,0.11957525392428439
18,2016-06-02,531.86,541.2,534.85,537.87,6329.87872329,0.0974,4.0,0,-0.031100000000000003,-0.31930184804928136,0.0624,0.6406570841889117,-0.2999999999999545,-0.0005543237250553483,1.7100000000000364,0.0031596452328160316
19,2016-06-03,535.96,578.0,538.06,571.25,10203.7254522,0.0934,4.0,0,-0.0040000000000000036,-0.042826552462526805,-0.1654,-1.7708779443254818,36.799999999999955,0.06366782006920407,28.00999999999999,0.04846020761245673
20,2016-06-04,564.29,594.64,571.09,576.31,6932.07537817,0.042666666666666665,4.0,0,-0.05073333333333333,-1.1890625,-0.6619333333333334,-15.514062500000001,16.639999999999986,0.0279833176375622,53.639999999999986,0.09020583882685321
21,2016-06-05,570.22,585.0,576.31,575.17,4984.2494482,0.023333333333333334,3.0,0,-0.01933333333333333,-0.8285714285714284,-0.27266666666666667,-11.685714285714285,-9.639999999999986,-0.016478632478632457,40.10000000000002,0.06854700854700858
22,2016-06-06,575.0,588.15,575.17,586.77,6791.26453533,0.023033333333333333,3.0,0,-0.00030000000000000165,-0.013024602026049277,-0.10546666666666667,-4.578871201157742,3.1499999999999773,0.005355776587605165,46.64999999999998,0.0793165008926294
23,2016-06-07,475.0,590.95,586.75,579.71,10079.83684173,0.0201,3.0,0,-0.002933333333333333,-0.14593698175787725,-0.07730000000000001,-3.8457711442786073,2.800000000000068,0.004738133513833773,49.75,0.08418647939758016
24,2016-06-08,572.96,583.99,579.72,583.21,5661.74917272,0.016833333333333336,3.0,0,-0.0032666666666666642,-0.1940594059405939,-0.07656666666666666,-4.548514851485147,-6.960000000000036,-0.011918012294731136,5.990000000000009,0.010257024949057362
25,2016-06-09,574.0,583.48,583.19,577.46,4979.63044035,0.016633333333333333,3.0,0,-0.00020000000000000226,-0.01202404809619252,-0.026033333333333332,-1.565130260521042,-0.5099999999999909,-0.0008740659491327738,-11.159999999999968,-0.019126619592788045
26,2016-06-10,573.5,581.0,577.47,580.31,5659.48661659,0.0251,3.0,0,0.008466666666666667,0.3373173970783533,0.0017666666666666664,0.07038512616201859,-2.480000000000018,-0.004268502581755625,-4.0,-0.0068846815834767644
27,2016-06-11,580.31,610.0,580.31,609.5,5542.22525864,0.017,3.0,0,-0.0081,-0.47647058823529403,-0.0060333333333333315,-0.3549019607843136,29.0,0.047540983606557376,21.850000000000023,0.035819672131147576
28,2016-06-12,605.0,687.71,609.5,677.86,18004.01737962,0.42969999999999997,4.0,0,0.41269999999999996,0.9604375145450313,0.40959999999999996,0.9532231789620665,77.71000000000004,0.11299821145541003,96.75999999999999,0.1406988410812697
29,2016-06-13,663.55,720.0,677.45,706.01,15497.40307056,1.0095666666666665,4.0,0,0.5798666666666665,0.5743718427047908,0.9927333333333331,0.9833261795489814,32.289999999999964,0.04484722222222217,136.01,0.18890277777777775
30,2016-06-14,650.02,706.45,706.02,684.95,12443.0955638,0.42989999999999995,4.0,0,-0.5796666666666666,-1.3483755912227648,0.4132666666666666,0.9613088315112042,-13.549999999999955,-0.019180409087691915,122.97000000000003,0.17406752070210207
31,2016-06-15,673.0,699.3,684.99,698.78,7913.03547125,0.10396666666666665,4.0,0,-0.3259333333333333,-3.1349791599871755,0.07886666666666665,0.7585764668162872,-7.150000000000091,-0.010224510224510356,118.29999999999995,0.1691691691691691
32,2016-06-16,698.76,777.68,698.76,769.76,16806.85873763,0.7397333333333332,4.0,0,0.6357666666666666,0.8594538572458543,0.7227333333333332,0.9770187454938717,78.38,0.10078695607447793,167.67999999999995,0.21561567739944446
33,2016-06-17,709.01,778.5,769.71,752.26,14007.79895098,0.8626666666666667,4.0,0,0.12293333333333345,0.14250386398763537,0.4329666666666667,0.5018933539412674,0.82000000000005,0.0010533076429030828,90.78999999999996,0.11662170841361588
34,2016-06-18,734.8,785.15,752.0,758.99,9594.92358376,0.34,4.0,0,-0.5226666666666666,-1.537254901960784,-0.6695666666666664,-1.9693137254901951,6.649999999999977,0.00846971916194355,65.14999999999998,0.08297777494746224
35,2016-06-19,744.77,771.92,759.0,768.76,5442.63878549,0.16689999999999997,4.0,0,-0.17310000000000006,-1.0371479928100664,-0.263,-1.5757938885560219,-13.230000000000018,-0.017139081770131643,65.46999999999991,0.08481448854803596
36,2016-06-20,701.01,768.94,768.94,703.12,9837.24384715,0.1189,4.0,0,-0.04799999999999996,-0.40370058873002485,0.014933333333333354,0.12559573871600802,-2.9799999999999045,-0.003875464925741806,69.6400000000001,0.09056623403646591
37,2016-06-21,628.6,718.26,706.47,667.66,26110.68887273,-0.07223333333333333,0.0,0,-0.19113333333333332,2.646054453161052,-0.8119666666666666,11.240886017535763,-50.680000000000064,-0.07055940745690985,-59.41999999999996,-0.08272770306017314
38,2016-06-22,568.11,679.99,667.88,604.5,15592.43638084,0.14483333333333334,4.0,0,0.21706666666666669,1.4987341772151899,-0.7178333333333333,-4.956271576524741,-38.26999999999998,-0.05628023941528549,-98.50999999999999,-0.1448697774967279
39,2016-06-23,544.13,637.89,606.13,631.1,20474.00358887,0.286,4.0,0,0.14116666666666663,0.4935897435897435,-0.05400000000000005,-0.188811188811189,-42.10000000000002,-0.06599883992537903,-147.26,-0.23085484958221636
40,2016-06-24,631.01,700.0,631.1,669.98,19078.84530672,-0.10243333333333333,0.0,0,-0.3884333333333333,3.792059876342336,-0.2693333333333333,2.6293524243410347,62.110000000000014,0.08872857142857145,-71.91999999999996,-0.10274285714285708
41,2016-06-25,650.0,699.0,669.98,673.71,7691.56323655,0.16793333333333335,4.0,0,0.2703666666666667,1.609964271536324,0.049033333333333345,0.2919809448193728,-1.0,-0.001430615164520744,-69.94000000000005,-0.10005722460658091
42,2016-06-26,625.01,675.19,673.71,638.56,5678.38601546,0.0041666666666666675,2.0,0,-0.16376666666666667,-39.303999999999995,0.0764,18.335999999999995,-23.809999999999945,-0.035264147869488505,-43.069999999999936,-0.06378945185799542
43,2016-06-27,630.0,659.98,638.56,657.87,6624.33980245,0.06336666666666667,4.0,0,0.0592,0.9342451341399264,-0.08146666666666667,-1.28563913729616,-15.210000000000036,-0.023046152913724714,-20.00999999999999,-0.030319100578805405
44,2016-06-28,638.0,663.53,657.86,648.43,5696.74677715,0.021099999999999997,3.0,0,-0.042266666666666675,-2.003159557661928,-0.26489999999999997,-12.554502369668247,3.5499999999999545,0.005350172561903689,25.639999999999986,0.03864180971470768
45,2016-06-29,630.02,648.43,648.43,639.42,6485.12685807,0.05006666666666667,4.0,0,0.028966666666666672,0.5785619174434089,0.1525,3.0459387483355522,-15.100000000000023,-0.0232870163317552,-51.57000000000005,-0.07953055842573609
46,2016-06-30,635.14,675.0,639.41,673.49,7764.24646799,0.25606666666666666,4.0,0,0.206,0.8044780005206977,0.08813333333333331,0.3441812028117677,26.57000000000005,0.03936296296296304,-24.0,-0.035555555555555556
47,2016-07-01,667.0,688.99,673.5,678.19,6839.68854227,0.11776666666666667,4.0,0,-0.13829999999999998,-1.1743560713274834,0.1136,0.964619303707897,13.990000000000009,0.02030508425376277,13.799999999999955,0.020029318277478562
48,2016-07-02,676.92,705.21,678.09,704.95,4977.98046916,0.1288,4.0,0,0.011033333333333326,0.08566252587991713,0.06543333333333333,0.5080227743271222,16.220000000000027,0.023000241062945827,45.23000000000002,0.06413692375320829
49,2016-07-03,651.0,705.25,705.25,663.55,6495.70846259,0.034466666666666666,4.0,0,-0.09433333333333332,-2.736943907156673,0.013366666666666669,0.3878143133462283,0.03999999999996362,5.67174760722632e-05,41.72000000000003,0.059156327543424356
50,2016-07-04,653.16,683.69,664.09,681.98,4327.4107689,-0.0007666666666666667,1.0,0,-0.03523333333333333,45.95652173913043,-0.050833333333333335,66.30434782608695,-21.559999999999945,-0.03153475990580518,35.260000000000105,0.05157308136728649
51,2016-07-05,662.51,682.37,681.98,669.87,5043.81182652,-0.10996666666666667,0.0,0,-0.1092,0.9930281903607153,-0.3660333333333333,3.3285844195210665,-1.32000000000005,-0.001934434397760819,7.3700000000000045,0.01080059205416417
52,2016-07-06,665.0,680.79,669.75,678.79,5668.23807828,0.0229,3.0,0,0.13286666666666666,5.802037845705968,-0.09486666666666667,-4.142649199417758,-1.580000000000041,-0.002320833149723176,-8.200000000000045,-0.012044830270714972
53,2016-07-07,611.94,683.44,678.79,641.97,12281.48061343,0.0131,3.0,0,-0.0098,-0.748091603053435,-0.1157,-8.83206106870229,2.650000000000091,0.003877443521011487,-21.769999999999982,-0.03185356432166683
54,2016-07-08,638.04,667.33,641.97,667.33,11055.36574175,-0.16476666666666667,0.0,0,-0.17786666666666667,1.0795063726481893,-0.19923333333333335,1.2091847056443457,-16.110000000000014,-0.02414097972517347,-37.91999999999996,-0.05682346065664657
55,2016-07-09,608.0,667.3,667.07,657.61,9607.6959149,-0.10966666666666668,0.0,0,0.055099999999999996,-0.5024316109422492,-0.10890000000000001,0.9930091185410335,-0.030000000000086402,-4.495729057408423e-05,-16.3900000000001,-0.024561666416904094
56,2016-07-10,641.0,657.61,657.6,652.44,3705.89414753,-0.030366666666666667,0.0,0,0.07930000000000001,-2.6114160263446764,0.0796,-2.6212952799121845,-9.68999999999994,-0.01473517738477204,-24.75999999999999,-0.03765149556728151
57,2016-07-11,648.11,664.27,652.43,650.97,4815.437046,-0.0409,0.0,0,-0.010533333333333332,0.25753871230643843,-0.0638,1.5599022004889975,6.659999999999968,0.010026043626838437,-16.519999999999982,-0.024869405512818556
58,2016-07-12,648.6,675.5,651.25,666.56,10666.08971384,0.0005000000000000004,1.0,0,0.0414,82.79999999999993,-0.0126,-25.199999999999978,11.230000000000018,0.01662472242783126,-7.940000000000055,-0.011754256106587794
59,2016-07-13,654.86,671.45,666.25,655.34,21882.00922995,0.0347,4.0,0,0.0342,0.9855907780979827,0.19946666666666668,5.748318924111431,-4.0499999999999545,-0.00603172239183849,4.1200000000000045,0.006135974383796268
60,2016-07-14,640.0,663.99,655.3,661.65,4649.64369535,-0.0413,0.0,0,-0.07600000000000001,1.8401937046004844,0.06836666666666667,-1.655367231638418,-7.460000000000036,-0.01123510896248443,-3.3099999999999454,-0.0049850148345606795
61,2016-07-15,660.68,669.98,661.4,667.48,4725.74361249,-0.018566666666666665,0.0,0,0.022733333333333338,-1.2244165170556556,0.011800000000000001,-0.635547576301616,5.990000000000009,0.008940565390011656,12.370000000000005,0.018463237708588324
62,2016-07-16,662.01,669.99,667.48,666.32,2908.02982543,-0.061266666666666664,0.0,0,-0.0427,0.6969532100108815,-0.020366666666666665,0.3324265505984766,0.009999999999990905,1.4925595904402908e-05,5.720000000000027,0.00853744085732627
63,2016-07-17,665.95,680.99,666.3,680.0,3944.42402405,-0.020500000000000004,0.0,0,0.04076666666666666,-1.988617886178861,-0.021000000000000005,1.024390243902439,11.0,0.016152953787867665,5.490000000000009,0.00806179239049033
64,2016-07-18,670.0,684.94,680.0,675.5,4547.72178477,0.1307,4.0,0,0.1512,1.1568477429227237,0.096,0.7345065034429992,3.9500000000000455,0.005766928490086789,13.490000000000009,0.01969515578006834
65,2016-07-19,666.17,676.87,675.51,673.98,3799.77117828,0.02273333333333333,3.0,0,-0.10796666666666668,-4.7492668621700895,0.06403333333333333,2.8167155425219943,-8.07000000000005,-0.01192252574349587,12.879999999999995,0.019028764755418315
66,2016-07-20,664.6,674.99,673.98,666.92,3603.86279956,0.0367,4.0,0,0.013966666666666672,0.38056312443233437,0.05526666666666667,1.5059037238873751,-1.8799999999999955,-0.00278522644779922,5.009999999999991,0.007422332182698989
67,2016-07-21,661.19,668.4,667.15,667.28,3967.87180841,-0.0047666666666666664,1.0,0,-0.04146666666666667,8.6993006993007,0.056499999999999995,-11.853146853146853,-6.590000000000032,-0.009859365649311837,-1.5900000000000318,-0.002378815080789994
68,2016-07-22,647.59,669.94,667.27,654.67,7371.96466565,-0.0007333333333333329,1.0,0,0.004033333333333333,-5.500000000000003,0.019766666666666672,-26.954545454545478,1.5400000000000773,0.0022987133176106474,-11.049999999999955,-0.016494014389348232
69,2016-07-23,653.92,662.35,654.7,657.5,4379.51140552,0.027499999999999997,4.0,0,0.02823333333333333,1.0266666666666666,-0.10320000000000001,-3.752727272727274,-7.590000000000032,-0.011459198309051153,-22.590000000000032,-0.03410583528346045
70,2016-07-24,655.01,666.37,657.68,661.0,3423.08122968,0.012000000000000002,3.0,0,-0.015499999999999995,-1.291666666666666,-0.010733333333333329,-0.8944444444444439,4.019999999999982,0.00603268454462233,-10.5,-0.015757011870282275
71,2016-07-25,653.77,664.13,660.92,657.79,4101.53773839,-0.027899999999999998,0.0,0,-0.0399,1.4301075268817205,-0.0646,2.3154121863799286,-2.240000000000009,-0.003372833631969658,-10.860000000000014,-0.01635222019785285
72,2016-07-26,645.0,658.99,657.99,654.06,6470.74022151,0.008733333333333334,3.0,0,0.03663333333333333,4.194656488549618,0.013500000000000002,1.5458015267175573,-5.139999999999986,-0.0077998148682073875,-9.409999999999968,-0.014279427608916626
73,2016-07-27,646.56,658.99,654.06,657.35,5175.14137436,-0.017133333333333334,0.0,0,-0.02586666666666667,1.5097276264591442,-0.0164,0.9571984435797666,0.0,0.0,-10.950000000000045,-0.01661633712195943
74,2016-07-28,654.1,659.97,657.0,657.4,3832.98840948,0.07223333333333333,4.0,0,0.08936666666666666,1.2371942778034148,0.04473333333333333,0.6192893401015229,0.9800000000000182,0.0014849159810294682,-2.3799999999999955,-0.003606224525357206
75,2016-07-29,651.0,659.0,657.4,657.0,4246.21269481,-0.015400000000000002,0.0,0,-0.08763333333333333,5.690476190476189,-0.027400000000000004,1.7792207792207793,-0.9700000000000273,-0.0014719271623672644,-7.3700000000000045,-0.011183611532625197
76,2016-07-30,652.95,658.98,657.18,655.87,2980.08541508,-0.0024,1.0,0,0.013000000000000003,-5.416666666666669,0.0255,-10.625,-0.01999999999998181,-3.0349934747612687e-05,-5.149999999999977,-0.00781510819751734
77,2016-07-31,621.37,657.0,655.95,626.97,6299.64138309,-0.06013333333333334,0.0,0,-0.05773333333333334,0.9600886917960089,-0.06886666666666667,1.1452328159645233,-1.9800000000000182,-0.003013698630137014,-1.990000000000009,-0.003028919330289207
78,2016-08-01,599.0,629.34,626.97,605.2,7981.71787362,-0.11073333333333334,0.0,0,-0.0506,0.45695364238410596,-0.0936,0.8452739313666466,-27.659999999999968,-0.043950805605872764,-29.649999999999977,-0.04711284838084338
79,2016-08-02,483.0,613.38,604.87,537.47,14839.34615984,-0.16136666666666666,0.0,0,-0.05063333333333332,0.31377814501136125,-0.23359999999999997,1.447634786201198,-15.960000000000036,-0.026019759366135244,-46.59000000000003,-0.0759561772473834
80,2016-08-03,519.3,576.0,538.8,573.36,20292.859717,-0.6369000000000001,0.0,0,-0.4755333333333335,0.7466373580363218,-0.6215000000000002,0.9758203799654578,-37.379999999999995,-0.06489583333333332,-83.0,-0.1440972222222222
81,2016-08-04,562.11,599.95,573.35,587.5,9514.32837515,-0.29050000000000004,0.0,0,0.3464000000000001,-1.1924268502581759,-0.2881,0.9917383820998278,23.950000000000045,0.039919993332777806,-59.02999999999997,-0.09839153262771892
82,2016-08-05,570.39,592.87,587.5,583.0,5478.38879554,-0.1976,0.0,0,0.09290000000000004,-0.4701417004048585,-0.13746666666666665,0.6956815114709851,-7.080000000000041,-0.011941909693524788,-64.13,-0.10816873850928534
83,2016-08-06,574.5,591.72,583.0,591.71,3907.87281274,-0.17493333333333336,0.0,0,0.02266666666666664,-0.12957317073170715,-0.06420000000000002,0.36699695121951226,-1.1499999999999773,-0.0019434867842898283,-37.620000000000005,-0.06357736767389982
84,2016-08-07,587.2,598.65,591.7,595.14,3288.65737176,-0.07036666666666667,0.0,0,0.10456666666666668,-1.4860255802936997,0.09099999999999998,-1.2932259592610134,6.92999999999995,0.011576046103733317,-14.730000000000018,-0.024605362064645482
85,2016-08-08,590.0,595.99,595.14,591.48,3852.03062424,-0.016766666666666666,0.0,0,0.05360000000000001,-3.1968190854870784,0.6201333333333334,-36.98608349900597,-2.659999999999968,-0.004463162133592792,19.99000000000001,0.033540831222000383
86,2016-08-09,585.38,594.04,591.58,586.45,4817.62624738,0.014266666666666665,3.0,0,0.03103333333333333,2.175233644859813,0.3047666666666667,21.362149532710283,-1.9500000000000455,-0.0032826072318363165,-5.910000000000082,-0.009948824994949973
87,2016-08-10,583.29,601.09,586.75,594.94,9439.72597721,0.0585,4.0,0,0.04423333333333334,0.7561253561253561,0.2561,4.377777777777777,7.050000000000068,0.011728692874611236,8.220000000000027,0.013675156798482802
88,2016-08-11,585.6,599.99,594.94,587.91,5062.58283783,-0.02666666666666667,0.0,0,-0.08516666666666667,3.1937499999999996,0.14826666666666669,-5.5600000000000005,-1.1000000000000227,-0.0018333638893981946,8.269999999999982,0.013783563059384293
89,2016-08-12,583.62,590.09,587.9,587.74,3870.89068755,-0.023366666666666664,0.0,0,0.0033000000000000043,-0.1412268188302427,0.047000000000000014,-2.011412268188303,-9.899999999999977,-0.01677710179803077,-8.559999999999945,-0.01450626175668109
90,2016-08-13,586.0,589.5,587.68,586.45,2839.70446781,0.0014000000000000009,1.0,0,0.024766666666666666,17.69047619047618,0.018166666666666668,12.97619047619047,-0.5900000000000318,-0.0010008481764207495,-6.490000000000009,-0.011009329940627666
91,2016-08-14,565.19,586.49,586.45,574.99,4154.4769823,-0.055,0.0,0,-0.0564,1.0254545454545454,-0.06926666666666667,1.2593939393939395,-3.009999999999991,-0.005132227318453837,-7.5499999999999545,-0.012873194768879187
92,2016-08-15,561.56,574.97,574.97,567.79,4403.16173516,-0.15826666666666667,0.0,0,-0.10326666666666667,0.6524852569502949,-0.21676666666666666,1.3696293176074137,-11.519999999999982,-0.020035827956241162,-26.120000000000005,-0.045428457136894106
93,2016-08-16,566.09,581.99,567.85,579.02,4692.46182455,-0.0193,0.0,0,0.13896666666666666,-7.200345423143349,0.007366666666666667,-0.38169257340241797,7.019999999999982,0.012062062922043303,-18.0,-0.03092836646677778
94,2016-08-17,569.67,581.99,579.02,574.45,4509.7743737,-0.05163333333333334,0.0,0,-0.03233333333333334,0.6262104583602325,-0.028266666666666673,0.5474499677211104,0.0,0.0,-8.100000000000023,-0.01391776491005004
95,2016-08-18,573.0,576.99,574.45,574.09,3964.9989895,0.13336666666666666,4.0,0,0.185,1.3871532116970757,0.13196666666666665,0.9895026243439139,-5.0,-0.008665661449938473,-12.509999999999991,-0.021681484947746046
96,2016-08-19,572.68,576.99,574.05,573.67,4038.30300064,0.0102,3.0,0,-0.12316666666666666,-12.075163398692808,0.06520000000000001,6.392156862745098,0.0,0.0,-9.5,-0.0164647567548831
97,2016-08-20,572.38,583.92,573.68,581.87,3581.22425349,0.060099999999999994,4.0,0,0.04989999999999999,0.8302828618968385,0.21836666666666665,3.633388796450361,6.92999999999995,0.011868064118372296,8.949999999999932,0.015327442115358152
98,2016-08-21,579.34,583.99,581.72,581.29,2442.63374814,0.0031999999999999993,1.0,0,-0.05689999999999999,-17.78125,0.0225,7.031250000000001,0.07000000000005002,0.00011986506618272577,2.0,0.0034247161766468603
99,2016-08-22,579.22,586.99,581.34,585.2,4493.44110907,0.032633333333333334,4.0,0,0.029433333333333336,0.9019407558733402,0.08426666666666667,2.582226762002043,3.0,0.005110819605104005,5.0,0.008518032675173343
100,2016-08-23,577.47,586.77,585.19,582.39,5092.27462505,0.014633333333333332,3.0,0,-0.018000000000000002,-1.2300683371298409,-0.11873333333333333,-8.113895216400913,-0.22000000000002728,-0.000374933960495641,9.779999999999973,0.01666751878930411
101,2016-08-24,575.29,582.68,582.39,578.47,3857.02318764,0.09663333333333335,4.0,0,0.08200000000000002,0.8485684718868576,0.08643333333333335,0.8944463608140738,-4.090000000000032,-0.007019290176426224,5.689999999999941,0.00976522276378105
102,2016-08-25,573.12,579.0,578.68,575.58,4109.11256132,-0.03506666666666666,0.0,0,-0.1317,3.755703422053233,-0.09516666666666665,2.7138783269961975,-3.67999999999995,-0.006355785837651036,-4.919999999999959,-0.0084974093264248
103,2016-08-26,574.85,579.86,575.57,579.29,3354.18317104,0.09326666666666666,4.0,0,0.12833333333333333,1.3759828448892066,0.09006666666666667,0.9656897784131523,0.8600000000000136,0.0014831166143552126,-4.1299999999999955,-0.007122408857310377
104,2016-08-27,568.95,579.45,579.29,570.84,3059.49308936,-0.016633333333333333,0.0,0,-0.1099,6.6072144288577155,-0.04926666666666667,2.961923847695391,-0.40999999999996817,-0.0007075675209249602,-7.539999999999964,-0.013012339287255092
105,2016-08-28,569.65,575.41,570.83,575.41,2587.45426087,-0.017133333333333334,0.0,0,-0.0005000000000000004,0.02918287937743193,-0.031766666666666665,1.8540856031128403,-4.040000000000077,-0.007021080620774887,-11.360000000000014,-0.0197424445178221
106,2016-08-29,571.24,577.73,575.41,573.21,4569.5624841,0.0176,3.0,0,0.03473333333333334,1.9734848484848486,-0.07903333333333334,-4.490530303030304,2.32000000000005,0.004015716684264362,-4.949999999999932,-0.008568016201339608
107,2016-08-30,572.53,576.83,573.21,574.95,4175.84646427,-0.014266666666666669,0.0,0,-0.03186666666666667,2.233644859813084,0.020799999999999992,-1.4579439252336441,-0.8999999999999773,-0.0015602517206108858,-2.169999999999959,-0.0037619402596951595
108,2016-08-31,569.21,575.15,574.95,572.89,4439.62383694,0.14836666666666665,4.0,0,0.16263333333333332,1.0961581667041116,0.05509999999999998,0.3713772186025612,-1.6800000000000637,-0.002920977136399311,-4.710000000000036,-0.00818916804311925
109,2016-09-01,568.12,573.31,572.89,573.02,5203.40066602,0.15923333333333334,4.0,0,0.010866666666666691,0.06824366757379123,0.17586666666666667,1.1044588653966925,-1.8400000000000318,-0.0032094329420383947,-6.1400000000001,-0.010709738187019415
110,2016-09-02,570.0,577.97,572.94,576.21,4827.43459895,-0.06089999999999999,0.0,0,-0.22013333333333332,3.614668856048167,-0.043766666666666655,0.7186644772851669,4.660000000000082,0.008062702216378155,2.560000000000059,0.004429295638182015
111,2016-09-03,574.67,600.99,576.41,600.91,4707.9044818,0.03283333333333333,4.0,0,0.09373333333333332,2.8548223350253803,0.015233333333333331,0.46395939086294413,23.019999999999982,0.03830346594785268,23.25999999999999,0.0387028070350588
112,2016-09-04,597.52,617.13,600.93,611.92,4592.85098189,0.13563333333333333,4.0,0,0.1028,0.7579257802899976,0.1499,1.1051855492750062,16.139999999999986,0.02615332263866606,40.299999999999955,0.06530228639022564
113,2016-09-05,601.63,611.99,611.94,605.69,3010.75003224,0.16026666666666667,4.0,0,0.02463333333333334,0.1537021630615641,0.011900000000000022,0.07425124792013324,-5.139999999999986,-0.008398830046242563,36.84000000000003,0.06019706204349749
114,2016-09-06,605.47,612.99,605.93,612.99,4169.69788463,0.11813333333333335,4.0,0,-0.042133333333333314,-0.3566591422121894,-0.041099999999999984,-0.3479119638826183,1.0,0.0016313479828382192,39.680000000000064,0.06473188795902064
115,2016-09-07,609.21,618.53,612.99,615.21,4680.9577166,0.0901,4.0,0,-0.028033333333333355,-0.3111357750647431,0.151,1.6759156492785794,5.539999999999964,0.008956719965078434,40.559999999999945,0.06557483064685617
116,2016-09-08,613.43,631.3,615.22,627.97,5225.03677269,-0.0042,1.0,0,-0.0943,22.452380952380953,-0.037033333333333335,8.817460317460318,12.769999999999982,0.020228100744495457,30.309999999999945,0.04801203865040385
117,2016-09-09,618.25,628.69,627.97,622.07,4502.86557587,0.22903333333333334,4.0,0,0.23323333333333335,1.0183379420753893,0.09340000000000001,0.4078009023431815,-2.6099999999999,-0.0041514896053697365,11.56000000000006,0.018387440550987066
118,2016-09-10,620.59,626.54,622.07,623.74,2819.13150751,0.11163333333333335,4.0,0,-0.11739999999999999,-1.051657211107793,-0.04863333333333332,-0.4356524335622572,-2.150000000000091,-0.003431544673923598,14.549999999999955,0.02322277907236562
