Time,Symbol,Funding Rate,Funding Rate Daily
"Nov 12, 2020, 1:00:00",XBTUSD,0.01,0.03
"Nov 12, 2020, 5:00:00",XBTUSD,0.01,0.03
"Nov 11, 2020, 9:00:00",XBTUSD,0.01,0.03
"Nov 11, 2020, 1:00:00",XBTUSD,0.01,0.03
"Nov 11, 2020, 5:00:00",XBTUSD,0.01,0.03
"Nov 10, 2020, 9:00:00",XBTUSD,0.01,0.03
"Nov 10, 2020, 1:00:00",XBTUSD,0.01,0.03
"Nov 10, 2020, 5:00:00",XBTUSD,0.01,0.03
"Nov 9, 2020, 9:00:00",XBTUSD,0.01,0.03
"Nov 9, 2020, 1:00:00",XBTUSD,0.01,0.03
"Nov 9, 2020, 5:00:00",XBTUSD,0.01,0.03
"Nov 8, 2020, 9:00:00",XBTUSD,0.01,0.03
"Nov 8, 2020, 1:00:00",XBTUSD,0.01,0.03
"Nov 8, 2020, 5:00:00",XBTUSD,0.01,0.03
"Nov 7, 2020, 9:00:00",XBTUSD,0.0578,0.1734
"Nov 7, 2020, 1:00:00",XBTUSD,0.0232,0.0696
"Nov 7, 2020, 5:00:00",XBTUSD,0.01,0.03
"Nov 6, 2020, 9:00:00",XBTUSD,0.01,0.03
"Nov 6, 2020, 1:00:00",XBTUSD,0.01,0.03
"Nov 6, 2020, 5:00:00",XBTUSD,0.01,0.03
"Nov 5, 2020, 9:00:00",XBTUSD,0.01,0.03
"Nov 5, 2020, 1:00:00",XBTUSD,0.01,0.03
"Nov 5, 2020, 5:00:00",XBTUSD,0.01,0.03
"Nov 4, 2020, 9:00:00",XBTUSD,0.01,0.03
"Nov 4, 2020, 1:00:00",XBTUSD,0.01,0.03
"Nov 4, 2020, 5:00:00",XBTUSD,0.01,0.03
"Nov 3, 2020, 9:00:00",XBTUSD,-0.01,-0.03
"Nov 3, 2020, 1:00:00",XBTUSD,0.01,0.03
"Nov 3, 2020, 5:00:00",XBTUSD,0.0077,0.0231
"Nov 2, 2020, 9:00:00",XBTUSD,-0.0197,-0.0591
"Nov 2, 2020, 1:00:00",XBTUSD,-0.014,-0.042
"Nov 2, 2020, 5:00:00",XBTUSD,-0.0015,-0.0045
"Nov 1, 2020, 9:00:00",XBTUSD,-0.0005,-0.0015
"Nov 1, 2020, 1:00:00",XBTUSD,0.007,0.021
"Nov 1, 2020, 5:00:00",XBTUSD,-0.0045,-0.0135
"Oct 31, 2020, 10:00:00",XBTUSD,0.01,0.03
"Oct 31, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 31, 2020, 6:00:00",XBTUSD,0.0077,0.0231
"Oct 30, 2020, 10:00:00",XBTUSD,0.0019,0.0057
"Oct 30, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 30, 2020, 6:00:00",XBTUSD,0.01,0.03
"Oct 29, 2020, 10:00:00",XBTUSD,0.002,0.006
"Oct 29, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 29, 2020, 6:00:00",XBTUSD,-0.0214,-0.0642
"Oct 28, 2020, 10:00:00",XBTUSD,-0.0051,-0.0153
"Oct 28, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 28, 2020, 6:00:00",XBTUSD,0.01,0.03
"Oct 27, 2020, 10:00:00",XBTUSD,0.01,0.03
"Oct 27, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 27, 2020, 6:00:00",XBTUSD,0.01,0.03
"Oct 26, 2020, 10:00:00",XBTUSD,0.01,0.03
"Oct 26, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 26, 2020, 6:00:00",XBTUSD,0.01,0.03
"Oct 25, 2020, 10:00:00",XBTUSD,0.01,0.03
"Oct 25, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 25, 2020, 6:00:00",XBTUSD,0.01,0.03
"Oct 24, 2020, 10:00:00",XBTUSD,0.01,0.03
"Oct 24, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 24, 2020, 6:00:00",XBTUSD,0.01,0.03
"Oct 23, 2020, 10:00:00",XBTUSD,0.01,0.03
"Oct 23, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 23, 2020, 6:00:00",XBTUSD,0.01,0.03
"Oct 22, 2020, 10:00:00",XBTUSD,-0.0006,-0.0018
"Oct 22, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 22, 2020, 6:00:00",XBTUSD,0.01,0.03
"Oct 21, 2020, 10:00:00",XBTUSD,0.01,0.03
"Oct 21, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 21, 2020, 6:00:00",XBTUSD,0.0085,0.0255
"Oct 20, 2020, 10:00:00",XBTUSD,0.0033,0.0099
"Oct 20, 2020, 2:00:00",XBTUSD,0.0058,0.0174
"Oct 20, 2020, 6:00:00",XBTUSD,-0.0024,-0.0072
"Oct 19, 2020, 10:00:00",XBTUSD,0.01,0.03
"Oct 19, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 19, 2020, 6:00:00",XBTUSD,0.0083,0.0249
"Oct 18, 2020, 10:00:00",XBTUSD,-0.0036,-0.0108
"Oct 18, 2020, 2:00:00",XBTUSD,0.0008,0.0024
"Oct 18, 2020, 6:00:00",XBTUSD,-0.0129,-0.0387
"Oct 17, 2020, 10:00:00",XBTUSD,-0.0074,-0.0222
"Oct 17, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 17, 2020, 6:00:00",XBTUSD,-0.0038,-0.0114
"Oct 16, 2020, 10:00:00",XBTUSD,-0.0175,-0.0525
"Oct 16, 2020, 2:00:00",XBTUSD,0.0067,0.0201
"Oct 16, 2020, 6:00:00",XBTUSD,0.01,0.03
"Oct 15, 2020, 10:00:00",XBTUSD,0.01,0.03
"Oct 15, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 15, 2020, 6:00:00",XBTUSD,0.0044,0.0132
"Oct 14, 2020, 10:00:00",XBTUSD,0.01,0.03
"Oct 14, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 14, 2020, 6:00:00",XBTUSD,0.01,0.03
"Oct 13, 2020, 10:00:00",XBTUSD,0.01,0.03
"Oct 13, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 13, 2020, 6:00:00",XBTUSD,0.01,0.03
"Oct 12, 2020, 10:00:00",XBTUSD,0.01,0.03
"Oct 12, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 12, 2020, 6:00:00",XBTUSD,0.0099,0.0297
"Oct 11, 2020, 10:00:00",XBTUSD,0.01,0.03
"Oct 11, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 11, 2020, 6:00:00",XBTUSD,0.01,0.03
"Oct 10, 2020, 10:00:00",XBTUSD,0.01,0.03
"Oct 10, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 10, 2020, 6:00:00",XBTUSD,0.01,0.03
"Oct 9, 2020, 10:00:00",XBTUSD,0.01,0.03
"Oct 9, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 9, 2020, 6:00:00",XBTUSD,0.01,0.03
"Oct 8, 2020, 10:00:00",XBTUSD,0.01,0.03
"Oct 8, 2020, 2:00:00",XBTUSD,0.0078,0.0234
"Oct 8, 2020, 6:00:00",XBTUSD,-0.0171,-0.0513
"Oct 7, 2020, 10:00:00",XBTUSD,-0.0388,-0.1164
"Oct 7, 2020, 2:00:00",XBTUSD,-0.0622,-0.1866
"Oct 7, 2020, 6:00:00",XBTUSD,-0.0189,-0.0567
"Oct 6, 2020, 10:00:00",XBTUSD,0.0096,0.0288
"Oct 6, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 6, 2020, 6:00:00",XBTUSD,-0.0046,-0.0138
"Oct 5, 2020, 10:00:00",XBTUSD,-0.0079,-0.0237
"Oct 5, 2020, 2:00:00",XBTUSD,-0.0051,-0.0153
"Oct 5, 2020, 6:00:00",XBTUSD,0.01,0.03
"Oct 4, 2020, 10:00:00",XBTUSD,-0.0157,-0.0471
"Oct 4, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 4, 2020, 6:00:00",XBTUSD,-0.0176,-0.0528
"Oct 3, 2020, 10:00:00",XBTUSD,-0.0287,-0.0861
"Oct 3, 2020, 2:00:00",XBTUSD,-0.027,-0.081
"Oct 3, 2020, 6:00:00",XBTUSD,-0.0091,-0.0273
"Oct 2, 2020, 10:00:00",XBTUSD,-0.0337,-0.1011
"Oct 2, 2020, 2:00:00",XBTUSD,-0.0139,-0.0417
"Oct 2, 2020, 6:00:00",XBTUSD,-0.021,-0.063
"Oct 1, 2020, 10:00:00",XBTUSD,0.01,0.03
"Oct 1, 2020, 2:00:00",XBTUSD,0.01,0.03
"Oct 1, 2020, 6:00:00",XBTUSD,0.01,0.03
"Sep 30, 2020, 10:00:00",XBTUSD,-0.0128,-0.0384
"Sep 30, 2020, 2:00:00",XBTUSD,0.01,0.03
"Sep 30, 2020, 6:00:00",XBTUSD,0.01,0.03
"Sep 29, 2020, 10:00:00",XBTUSD,0.01,0.03
"Sep 29, 2020, 2:00:00",XBTUSD,0.01,0.03
"Sep 29, 2020, 6:00:00",XBTUSD,0.006,0.018
"Sep 28, 2020, 10:00:00",XBTUSD,0.01,0.03
"Sep 28, 2020, 2:00:00",XBTUSD,0.01,0.03
"Sep 28, 2020, 6:00:00",XBTUSD,0.01,0.03
"Sep 27, 2020, 10:00:00",XBTUSD,0.01,0.03
"Sep 27, 2020, 2:00:00",XBTUSD,0.0051,0.0153
"Sep 27, 2020, 6:00:00",XBTUSD,0.0062,0.0186
"Sep 26, 2020, 10:00:00",XBTUSD,0.01,0.03
"Sep 26, 2020, 2:00:00",XBTUSD,0.01,0.03
"Sep 26, 2020, 6:00:00",XBTUSD,0.0015,0.0045
"Sep 25, 2020, 10:00:00",XBTUSD,0.01,0.03
"Sep 25, 2020, 2:00:00",XBTUSD,0.01,0.03
"Sep 25, 2020, 6:00:00",XBTUSD,0.01,0.03
"Sep 24, 2020, 10:00:00",XBTUSD,0.01,0.03
"Sep 24, 2020, 2:00:00",XBTUSD,-0.002,-0.006
"Sep 24, 2020, 6:00:00",XBTUSD,-0.0057,-0.0171
"Sep 23, 2020, 10:00:00",XBTUSD,0.0014,0.0042
"Sep 23, 2020, 2:00:00",XBTUSD,-0.0174,-0.0522
"Sep 23, 2020, 6:00:00",XBTUSD,-0.01,-0.03
"Sep 22, 2020, 10:00:00",XBTUSD,-0.0095,-0.0285
"Sep 22, 2020, 2:00:00",XBTUSD,0.01,0.03
"Sep 22, 2020, 6:00:00",XBTUSD,-0.0162,-0.0486
"Sep 21, 2020, 10:00:00",XBTUSD,-0.0107,-0.0321
"Sep 21, 2020, 2:00:00",XBTUSD,0.01,0.03
"Sep 21, 2020, 6:00:00",XBTUSD,-0.0013,-0.0039
"Sep 20, 2020, 10:00:00",XBTUSD,-0.0096,-0.0288
"Sep 20, 2020, 2:00:00",XBTUSD,-0.0226,-0.0678
"Sep 20, 2020, 6:00:00",XBTUSD,0.0099,0.0297
"Sep 19, 2020, 10:00:00",XBTUSD,0.01,0.03
"Sep 19, 2020, 2:00:00",XBTUSD,0.01,0.03
"Sep 19, 2020, 6:00:00",XBTUSD,-0.0181,-0.0543
"Sep 18, 2020, 10:00:00",XBTUSD,0.0034,0.0102
"Sep 18, 2020, 2:00:00",XBTUSD,0.01,0.03
"Sep 18, 2020, 6:00:00",XBTUSD,0.01,0.03
"Sep 17, 2020, 10:00:00",XBTUSD,-0.0019,-0.0057
"Sep 17, 2020, 2:00:00",XBTUSD,0.0083,0.0249
"Sep 17, 2020, 6:00:00",XBTUSD,0.01,0.03
"Sep 16, 2020, 10:00:00",XBTUSD,0.01,0.03
"Sep 16, 2020, 2:00:00",XBTUSD,-0.0026,-0.0078
"Sep 16, 2020, 6:00:00",XBTUSD,-0.0045,-0.0135
"Sep 15, 2020, 10:00:00",XBTUSD,0.0053,0.0159
"Sep 15, 2020, 2:00:00",XBTUSD,-0.0061,-0.0183
"Sep 15, 2020, 6:00:00",XBTUSD,0.0007,0.0021
"Sep 14, 2020, 10:00:00",XBTUSD,0.01,0.03
"Sep 14, 2020, 2:00:00",XBTUSD,0.0081,0.0243
"Sep 14, 2020, 6:00:00",XBTUSD,-0.0261,-0.0783
"Sep 13, 2020, 10:00:00",XBTUSD,-0.0328,-0.0984
"Sep 13, 2020, 2:00:00",XBTUSD,0.01,0.03
"Sep 13, 2020, 6:00:00",XBTUSD,0.01,0.03
"Sep 12, 2020, 10:00:00",XBTUSD,0.001,0.003
"Sep 12, 2020, 2:00:00",XBTUSD,0.0088,0.0264
"Sep 12, 2020, 6:00:00",XBTUSD,0.01,0.03
"Sep 11, 2020, 10:00:00",XBTUSD,0.01,0.03
"Sep 11, 2020, 2:00:00",XBTUSD,0.0025,0.0075
"Sep 11, 2020, 6:00:00",XBTUSD,-0.0024,-0.0072
"Sep 10, 2020, 10:00:00",XBTUSD,0.0029,0.0087
"Sep 10, 2020, 2:00:00",XBTUSD,0.01,0.03
"Sep 10, 2020, 6:00:00",XBTUSD,0.01,0.03
"Sep 9, 2020, 10:00:00",XBTUSD,0.01,0.03
"Sep 9, 2020, 2:00:00",XBTUSD,0.01,0.03
"Sep 9, 2020, 6:00:00",XBTUSD,0.01,0.03
"Sep 8, 2020, 10:00:00",XBTUSD,-0.0141,-0.0423
"Sep 8, 2020, 2:00:00",XBTUSD,0.01,0.03
"Sep 8, 2020, 6:00:00",XBTUSD,0.01,0.03
"Sep 7, 2020, 10:00:00",XBTUSD,0.01,0.03
"Sep 7, 2020, 2:00:00",XBTUSD,0.0025,0.0075
"Sep 7, 2020, 6:00:00",XBTUSD,0.0008,0.0024
"Sep 6, 2020, 10:00:00",XBTUSD,-0.0063,-0.0189
"Sep 6, 2020, 2:00:00",XBTUSD,0.0081,0.0243
"Sep 6, 2020, 6:00:00",XBTUSD,-0.0084,-0.0252
"Sep 5, 2020, 10:00:00",XBTUSD,0.01,0.03
"Sep 5, 2020, 2:00:00",XBTUSD,0.01,0.03
"Sep 5, 2020, 6:00:00",XBTUSD,-0.0021,-0.0063
"Sep 4, 2020, 10:00:00",XBTUSD,0.0027,0.0081
"Sep 4, 2020, 2:00:00",XBTUSD,-0.0122,-0.0366
"Sep 4, 2020, 6:00:00",XBTUSD,-0.0518,-0.1554
"Sep 3, 2020, 10:00:00",XBTUSD,0.0071,0.0213
"Sep 3, 2020, 2:00:00",XBTUSD,0.01,0.03
"Sep 3, 2020, 6:00:00",XBTUSD,0.01,0.03
"Sep 2, 2020, 10:00:00",XBTUSD,0.01,0.03
"Sep 2, 2020, 2:00:00",XBTUSD,0.01,0.03
"Sep 2, 2020, 6:00:00",XBTUSD,0.0327,0.0981
"Sep 1, 2020, 10:00:00",XBTUSD,0.01,0.03
"Sep 1, 2020, 2:00:00",XBTUSD,0.0253,0.0759
"Sep 1, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 31, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 31, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 31, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 30, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 30, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 30, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 29, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 29, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 29, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 28, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 28, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 28, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 27, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 27, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 27, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 26, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 26, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 26, 2020, 6:00:00",XBTUSD,-0.0009,-0.0027
"Aug 25, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 25, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 25, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 24, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 24, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 24, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 23, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 23, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 23, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 22, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 22, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 22, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 21, 2020, 10:00:00",XBTUSD,0.0104,0.0312
"Aug 21, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 21, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 20, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 20, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 20, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 19, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 19, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 19, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 18, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 18, 2020, 2:00:00",XBTUSD,0.0454,0.1362
"Aug 18, 2020, 6:00:00",XBTUSD,0.041,0.123
"Aug 17, 2020, 10:00:00",XBTUSD,0.0864,0.2592
"Aug 17, 2020, 2:00:00",XBTUSD,0.0474,0.1422
"Aug 17, 2020, 6:00:00",XBTUSD,0.021,0.063
"Aug 16, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 16, 2020, 2:00:00",XBTUSD,0.0467,0.1401
"Aug 16, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 15, 2020, 10:00:00",XBTUSD,0.0152,0.0456
"Aug 15, 2020, 2:00:00",XBTUSD,0.0438,0.1314
"Aug 15, 2020, 6:00:00",XBTUSD,0.0115,0.0345
"Aug 14, 2020, 10:00:00",XBTUSD,0.0116,0.0348
"Aug 14, 2020, 2:00:00",XBTUSD,0.0378,0.1134
"Aug 14, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 13, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 13, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 13, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 12, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 12, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 12, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 11, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 11, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 11, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 10, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 10, 2020, 2:00:00",XBTUSD,0.0346,0.1038
"Aug 10, 2020, 6:00:00",XBTUSD,0.0211,0.0633
"Aug 9, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 9, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 9, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 8, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 8, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 8, 2020, 6:00:00",XBTUSD,-0.0031,-0.0093
"Aug 7, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 7, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 7, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 6, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 6, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 6, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 5, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 5, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 5, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 4, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 4, 2020, 2:00:00",XBTUSD,0.0137,0.0411
"Aug 4, 2020, 6:00:00",XBTUSD,0.0197,0.0591
"Aug 3, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 3, 2020, 2:00:00",XBTUSD,0.0245,0.0735
"Aug 3, 2020, 6:00:00",XBTUSD,0.01,0.03
"Aug 2, 2020, 10:00:00",XBTUSD,0.01,0.03
"Aug 2, 2020, 2:00:00",XBTUSD,0.01,0.03
"Aug 2, 2020, 6:00:00",XBTUSD,0.0721,0.2163
"Aug 1, 2020, 10:00:00",XBTUSD,0.013,0.039
"Aug 1, 2020, 2:00:00",XBTUSD,0.0628,0.1884
"Aug 1, 2020, 6:00:00",XBTUSD,0.0392,0.1176
"Jul 31, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 31, 2020, 2:00:00",XBTUSD,0.0558,0.1674
"Jul 31, 2020, 6:00:00",XBTUSD,0.0273,0.0819
"Jul 30, 2020, 10:00:00",XBTUSD,0.0284,0.0852
"Jul 30, 2020, 2:00:00",XBTUSD,0.057,0.171
"Jul 30, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 29, 2020, 10:00:00",XBTUSD,0.0234,0.0702
"Jul 29, 2020, 2:00:00",XBTUSD,0.0786,0.2358
"Jul 29, 2020, 6:00:00",XBTUSD,0.0497,0.1491
"Jul 28, 2020, 10:00:00",XBTUSD,0.0462,0.1386
"Jul 28, 2020, 2:00:00",XBTUSD,0.0772,0.2316
"Jul 28, 2020, 6:00:00",XBTUSD,0.0765,0.2295
"Jul 27, 2020, 10:00:00",XBTUSD,0.0356,0.1068
"Jul 27, 2020, 2:00:00",XBTUSD,0.072,0.216
"Jul 27, 2020, 6:00:00",XBTUSD,0.0272,0.0816
"Jul 26, 2020, 10:00:00",XBTUSD,0.0373,0.1119
"Jul 26, 2020, 2:00:00",XBTUSD,0.0545,0.1635
"Jul 26, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 25, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 25, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 25, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 24, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 24, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 24, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 23, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 23, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 23, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 22, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 22, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 22, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 21, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 21, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 21, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 20, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 20, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 20, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 19, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 19, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 19, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 18, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 18, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 18, 2020, 6:00:00",XBTUSD,0.0021,0.0063
"Jul 17, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 17, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 17, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 16, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 16, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 16, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 15, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 15, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 15, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 14, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 14, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 14, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 13, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 13, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 13, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 12, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 12, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 12, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 11, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 11, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 11, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 10, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 10, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 10, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 9, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 9, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 9, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 8, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 8, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 8, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 7, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 7, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 7, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 6, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 6, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 6, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 5, 2020, 10:00:00",XBTUSD,0.005,0.015
"Jul 5, 2020, 2:00:00",XBTUSD,-0.0076,-0.0228
"Jul 5, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 4, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 4, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 4, 2020, 6:00:00",XBTUSD,-0.0045,-0.0135
"Jul 3, 2020, 10:00:00",XBTUSD,0.0082,0.0246
"Jul 3, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 3, 2020, 6:00:00",XBTUSD,0.0071,0.0213
"Jul 2, 2020, 10:00:00",XBTUSD,-0.0082,-0.0246
"Jul 2, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 2, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jul 1, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jul 1, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jul 1, 2020, 6:00:00",XBTUSD,-0.0033,-0.0099
"Jun 30, 2020, 10:00:00",XBTUSD,0.0028,0.0084
"Jun 30, 2020, 2:00:00",XBTUSD,0.01,0.03
"Jun 30, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jun 29, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jun 29, 2020, 2:00:00",XBTUSD,0.0097,0.0291
"Jun 29, 2020, 6:00:00",XBTUSD,0.01,0.03
"Jun 28, 2020, 10:00:00",XBTUSD,0.01,0.03
"Jun 28, 2020, 2:00:00",XBTUSD,0.0028,0.0084
