,0,1,2,3
386,"Feb 7, 2022, 5:00:00",BNBUSD,0.01,0.03
387,"Feb 7, 2022, 5:00:00",DOGEUSD,0.0126,0.0378
388,"Feb 7, 2022, 5:00:00",ADAUSD,0.01,0.03
389,"Feb 7, 2022, 5:00:00",AVAXUSD,0.01,0.03
390,"Feb 7, 2022, 5:00:00",LUNAUSD,0.01,0.03
391,"Feb 7, 2022, 5:00:00",MATICUSDT,0.01,0.03
392,"Feb 7, 2022, 5:00:00",XBTEUR,0.01,0.03
393,"Feb 7, 2022, 5:00:00",SOLUSDT,0.01,0.03
394,"Feb 7, 2022, 5:00:00",BNBUSDT,0.01,0.03
395,"Feb 7, 2022, 5:00:00",ADAUSDT,0.01,0.03
396,"Feb 7, 2022, 5:00:00",DOTUSDT,0.01,0.03
397,"Feb 7, 2022, 5:00:00",DOGEUSDT,0.01,0.03
398,"Feb 7, 2022, 5:00:00",LTCUSD,0.01,0.03
399,"Feb 7, 2022, 5:00:00",BCHUSD,0.01,0.03
400,"Feb 7, 2022, 5:00:00",XRPUSD,0.01,0.03
401,"Feb 7, 2022, 5:00:00",ETHUSD,0.01,0.03
402,"Feb 7, 2022, 5:00:00",XBTUSD,-0.0164,-0.0492
403,"Feb 6, 2022, 9:00:00",MANAUSDT,0.01,0.03
404,"Feb 6, 2022, 9:00:00",SANDUSDT,0.01,0.03
405,"Feb 6, 2022, 9:00:00",FTMUSDT,0.01,0.03
406,"Feb 6, 2022, 9:00:00",SHIBUSDT,0.01,0.03
407,"Feb 6, 2022, 9:00:00",LTCUSDT,0.01,0.03
408,"Feb 6, 2022, 9:00:00",BCHUSDT,0.01,0.03
409,"Feb 6, 2022, 9:00:00",XRPUSDT,0.01,0.03
410,"Feb 6, 2022, 9:00:00",ETHUSDT,0.01,0.03
411,"Feb 6, 2022, 9:00:00",XBTUSDT,0.01,0.03
412,"Feb 6, 2022, 9:00:00",SOLUSD,0.0478,0.1434
413,"Feb 6, 2022, 9:00:00",LINKUSD,0.0328,0.0984
414,"Feb 6, 2022, 9:00:00",EOSUSD,0.01,0.03
415,"Feb 6, 2022, 9:00:00",AXSUSD,-0.045,-0.135
416,"Feb 6, 2022, 9:00:00",DOTUSD,0.01,0.03
417,"Feb 6, 2022, 9:00:00",BNBUSD,0.01,0.03
418,"Feb 6, 2022, 9:00:00",DOGEUSD,0.0229,0.0687
419,"Feb 6, 2022, 9:00:00",ADAUSD,0.01,0.03
420,"Feb 6, 2022, 9:00:00",AVAXUSD,0.01,0.03
421,"Feb 6, 2022, 9:00:00",LUNAUSD,0.01,0.03
422,"Feb 6, 2022, 9:00:00",MATICUSDT,0.01,0.03
423,"Feb 6, 2022, 9:00:00",XBTEUR,-0.0099,-0.0297
424,"Feb 6, 2022, 9:00:00",SOLUSDT,0.01,0.03
425,"Feb 6, 2022, 9:00:00",BNBUSDT,0.01,0.03
426,"Feb 6, 2022, 9:00:00",ADAUSDT,0.01,0.03
427,"Feb 6, 2022, 9:00:00",DOTUSDT,0.01,0.03
428,"Feb 6, 2022, 9:00:00",DOGEUSDT,0.01,0.03
429,"Feb 6, 2022, 9:00:00",LTCUSD,0.01,0.03
430,"Feb 6, 2022, 9:00:00",BCHUSD,0.01,0.03
431,"Feb 6, 2022, 9:00:00",XRPUSD,-0.009,-0.027
432,"Feb 6, 2022, 9:00:00",ETHUSD,0.01,0.03
433,"Feb 6, 2022, 9:00:00",XBTUSD,-0.0008,-0.0024
434,"Feb 6, 2022, 1:00:00",MANAUSDT,0.01,0.03
435,"Feb 6, 2022, 1:00:00",SANDUSDT,0.01,0.03
436,"Feb 6, 2022, 1:00:00",FTMUSDT,0.01,0.03
437,"Feb 6, 2022, 1:00:00",SHIBUSDT,0.01,0.03
438,"Feb 6, 2022, 1:00:00",LTCUSDT,0.01,0.03
439,"Feb 6, 2022, 1:00:00",BCHUSDT,0.01,0.03
440,"Feb 6, 2022, 1:00:00",XRPUSDT,0.01,0.03
441,"Feb 6, 2022, 1:00:00",ETHUSDT,0.01,0.03
442,"Feb 6, 2022, 1:00:00",XBTUSDT,0.01,0.03
443,"Feb 6, 2022, 1:00:00",SOLUSD,0.0683,0.2049
444,"Feb 6, 2022, 1:00:00",LINKUSD,0.0618,0.1854
445,"Feb 6, 2022, 1:00:00",EOSUSD,0.01,0.03
446,"Feb 6, 2022, 1:00:00",AXSUSD,-0.0226,-0.0678
447,"Feb 6, 2022, 1:00:00",DOTUSD,0.01,0.03
448,"Feb 6, 2022, 1:00:00",BNBUSD,0.01,0.03
449,"Feb 6, 2022, 1:00:00",DOGEUSD,0.0657,0.1971
450,"Feb 6, 2022, 1:00:00",ADAUSD,0.01,0.03
451,"Feb 6, 2022, 1:00:00",AVAXUSD,0.01,0.03
452,"Feb 6, 2022, 1:00:00",LUNAUSD,0.01,0.03
453,"Feb 6, 2022, 1:00:00",MATICUSDT,0.01,0.03
454,"Feb 6, 2022, 1:00:00",XBTEUR,-0.0089,-0.0267
455,"Feb 6, 2022, 1:00:00",SOLUSDT,0.01,0.03
456,"Feb 6, 2022, 1:00:00",BNBUSDT,0.01,0.03
457,"Feb 6, 2022, 1:00:00",ADAUSDT,0.01,0.03
458,"Feb 6, 2022, 1:00:00",DOTUSDT,0.01,0.03
459,"Feb 6, 2022, 1:00:00",DOGEUSDT,0.01,0.03
460,"Feb 6, 2022, 1:00:00",LTCUSD,0.01,0.03
461,"Feb 6, 2022, 1:00:00",BCHUSD,0.01,0.03
462,"Feb 6, 2022, 1:00:00",XRPUSD,0.01,0.03
463,"Feb 6, 2022, 1:00:00",ETHUSD,0.01,0.03
464,"Feb 6, 2022, 1:00:00",XBTUSD,0.0061,0.0183
465,"Feb 6, 2022, 5:00:00",MANAUSDT,0.01,0.03
466,"Feb 6, 2022, 5:00:00",SANDUSDT,0.01,0.03
467,"Feb 6, 2022, 5:00:00",FTMUSDT,0.01,0.03
468,"Feb 6, 2022, 5:00:00",SHIBUSDT,0.01,0.03
469,"Feb 6, 2022, 5:00:00",LTCUSDT,0.01,0.03
470,"Feb 6, 2022, 5:00:00",BCHUSDT,0.01,0.03
471,"Feb 6, 2022, 5:00:00",XRPUSDT,0.01,0.03
472,"Feb 6, 2022, 5:00:00",ETHUSDT,0.01,0.03
473,"Feb 6, 2022, 5:00:00",XBTUSDT,0.01,0.03
474,"Feb 6, 2022, 5:00:00",SOLUSD,0.0478,0.1434
475,"Feb 6, 2022, 5:00:00",LINKUSD,0.0451,0.1353
476,"Feb 6, 2022, 5:00:00",EOSUSD,0.01,0.03
477,"Feb 6, 2022, 5:00:00",AXSUSD,0.0088,0.0264
478,"Feb 6, 2022, 5:00:00",DOTUSD,0.01,0.03
479,"Feb 6, 2022, 5:00:00",BNBUSD,0.0117,0.0351
480,"Feb 6, 2022, 5:00:00",DOGEUSD,0.0664,0.1992
481,"Feb 6, 2022, 5:00:00",ADAUSD,0.01,0.03
482,"Feb 6, 2022, 5:00:00",AVAXUSD,0.01,0.03
483,"Feb 6, 2022, 5:00:00",LUNAUSD,0.01,0.03
484,"Feb 6, 2022, 5:00:00",MATICUSDT,0.01,0.03
485,"Feb 6, 2022, 5:00:00",XBTEUR,-0.0173,-0.0519
486,"Feb 6, 2022, 5:00:00",SOLUSDT,0.01,0.03
487,"Feb 6, 2022, 5:00:00",BNBUSDT,0.01,0.03
488,"Feb 6, 2022, 5:00:00",ADAUSDT,0.01,0.03
489,"Feb 6, 2022, 5:00:00",DOTUSDT,0.01,0.03
490,"Feb 6, 2022, 5:00:00",DOGEUSDT,0.01,0.03
491,"Feb 6, 2022, 5:00:00",LTCUSD,0.01,0.03
492,"Feb 6, 2022, 5:00:00",BCHUSD,0.01,0.03
493,"Feb 6, 2022, 5:00:00",XRPUSD,0.01,0.03
494,"Feb 6, 2022, 5:00:00",ETHUSD,0.01,0.03
495,"Feb 6, 2022, 5:00:00",XBTUSD,-0.0037,-0.0111
496,"Feb 5, 2022, 9:00:00",MANAUSDT,0.01,0.03
497,"Feb 5, 2022, 9:00:00",SANDUSDT,0.01,0.03
498,"Feb 5, 2022, 9:00:00",FTMUSDT,0.01,0.03
499,"Feb 5, 2022, 9:00:00",SHIBUSDT,0.01,0.03
500,"Feb 5, 2022, 9:00:00",LTCUSDT,0.01,0.03
501,"Feb 5, 2022, 9:00:00",BCHUSDT,0.01,0.03
502,"Feb 5, 2022, 9:00:00",XRPUSDT,0.01,0.03
503,"Feb 5, 2022, 9:00:00",ETHUSDT,0.01,0.03
504,"Feb 5, 2022, 9:00:00",XBTUSDT,0.01,0.03
505,"Feb 5, 2022, 9:00:00",SOLUSD,0.0572,0.1716
506,"Feb 5, 2022, 9:00:00",LINKUSD,0.0484,0.1452
507,"Feb 5, 2022, 9:00:00",EOSUSD,0.01,0.03
508,"Feb 5, 2022, 9:00:00",AXSUSD,0.01,0.03
509,"Feb 5, 2022, 9:00:00",DOTUSD,0.01,0.03
510,"Feb 5, 2022, 9:00:00",BNBUSD,0.0574,0.1722
511,"Feb 5, 2022, 9:00:00",DOGEUSD,0.0748,0.2244
512,"Feb 5, 2022, 9:00:00",ADAUSD,0.0143,0.0429
513,"Feb 5, 2022, 9:00:00",AVAXUSD,0.01,0.03
514,"Feb 5, 2022, 9:00:00",LUNAUSD,0.01,0.03
515,"Feb 5, 2022, 9:00:00",MATICUSDT,0.01,0.03
516,"Feb 5, 2022, 9:00:00",XBTEUR,-0.0022,-0.0066
517,"Feb 5, 2022, 9:00:00",SOLUSDT,0.01,0.03
518,"Feb 5, 2022, 9:00:00",BNBUSDT,0.01,0.03
519,"Feb 5, 2022, 9:00:00",ADAUSDT,0.01,0.03
520,"Feb 5, 2022, 9:00:00",DOTUSDT,0.01,0.03
521,"Feb 5, 2022, 9:00:00",DOGEUSDT,0.01,0.03
522,"Feb 5, 2022, 9:00:00",LTCUSD,0.01,0.03
523,"Feb 5, 2022, 9:00:00",BCHUSD,0.01,0.03
524,"Feb 5, 2022, 9:00:00",XRPUSD,0.01,0.03
525,"Feb 5, 2022, 9:00:00",ETHUSD,0.01,0.03
526,"Feb 5, 2022, 9:00:00",XBTUSD,0.0074,0.0222
527,"Feb 5, 2022, 1:00:00",MANAUSDT,0.01,0.03
528,"Feb 5, 2022, 1:00:00",SANDUSDT,0.01,0.03
529,"Feb 5, 2022, 1:00:00",FTMUSDT,0.01,0.03
530,"Feb 5, 2022, 1:00:00",SHIBUSDT,0.01,0.03
531,"Feb 5, 2022, 1:00:00",LTCUSDT,0.01,0.03
532,"Feb 5, 2022, 1:00:00",BCHUSDT,0.01,0.03
533,"Feb 5, 2022, 1:00:00",XRPUSDT,0.01,0.03
534,"Feb 5, 2022, 1:00:00",ETHUSDT,0.01,0.03
535,"Feb 5, 2022, 1:00:00",XBTUSDT,0.01,0.03
536,"Feb 5, 2022, 1:00:00",SOLUSD,0.0707,0.2121
537,"Feb 5, 2022, 1:00:00",LINKUSD,0.0746,0.2238
538,"Feb 5, 2022, 1:00:00",EOSUSD,0.01,0.03
539,"Feb 5, 2022, 1:00:00",AXSUSD,0.01,0.03
540,"Feb 5, 2022, 1:00:00",DOTUSD,0.01,0.03
541,"Feb 5, 2022, 1:00:00",BNBUSD,0.0506,0.1518
542,"Feb 5, 2022, 1:00:00",DOGEUSD,0.0883,0.2649
543,"Feb 5, 2022, 1:00:00",ADAUSD,0.0177,0.0531
544,"Feb 5, 2022, 1:00:00",AVAXUSD,0.01,0.03
545,"Feb 5, 2022, 1:00:00",LUNAUSD,0.01,0.03
546,"Feb 5, 2022, 1:00:00",MATICUSDT,0.01,0.03
547,"Feb 5, 2022, 1:00:00",XBTEUR,-0.0043,-0.0129
548,"Feb 5, 2022, 1:00:00",SOLUSDT,0.01,0.03
549,"Feb 5, 2022, 1:00:00",BNBUSDT,-0.034,-0.102
550,"Feb 5, 2022, 1:00:00",ADAUSDT,0.01,0.03
551,"Feb 5, 2022, 1:00:00",DOTUSDT,0.01,0.03
552,"Feb 5, 2022, 1:00:00",DOGEUSDT,0.01,0.03
553,"Feb 5, 2022, 1:00:00",LTCUSD,0.01,0.03
554,"Feb 5, 2022, 1:00:00",BCHUSD,0.01,0.03
555,"Feb 5, 2022, 1:00:00",XRPUSD,0.01,0.03
556,"Feb 5, 2022, 1:00:00",ETHUSD,0.01,0.03
557,"Feb 5, 2022, 1:00:00",XBTUSD,-0.0002,-0.0006
558,"Feb 5, 2022, 5:00:00",MANAUSDT,0.01,0.03
559,"Feb 5, 2022, 5:00:00",SANDUSDT,0.01,0.03
560,"Feb 5, 2022, 5:00:00",FTMUSDT,0.01,0.03
561,"Feb 5, 2022, 5:00:00",SHIBUSDT,0.01,0.03
562,"Feb 5, 2022, 5:00:00",LTCUSDT,0.01,0.03
563,"Feb 5, 2022, 5:00:00",BCHUSDT,0.01,0.03
564,"Feb 5, 2022, 5:00:00",XRPUSDT,0.01,0.03
565,"Feb 5, 2022, 5:00:00",ETHUSDT,0.01,0.03
566,"Feb 5, 2022, 5:00:00",XBTUSDT,0.01,0.03
567,"Feb 5, 2022, 5:00:00",SOLUSD,0.0826,0.2478
568,"Feb 5, 2022, 5:00:00",LINKUSD,0.0599,0.1797
569,"Feb 5, 2022, 5:00:00",EOSUSD,0.01,0.03
570,"Feb 5, 2022, 5:00:00",AXSUSD,0.01,0.03
571,"Feb 5, 2022, 5:00:00",DOTUSD,0.01,0.03
572,"Feb 5, 2022, 5:00:00",BNBUSD,0.0513,0.1539
573,"Feb 5, 2022, 5:00:00",DOGEUSD,0.0822,0.2466
574,"Feb 5, 2022, 5:00:00",ADAUSD,0.0303,0.0909
575,"Feb 5, 2022, 5:00:00",AVAXUSD,0.01,0.03
576,"Feb 5, 2022, 5:00:00",LUNAUSD,0.01,0.03
577,"Feb 5, 2022, 5:00:00",MATICUSDT,0.01,0.03
578,"Feb 5, 2022, 5:00:00",XBTEUR,0.01,0.03
579,"Feb 5, 2022, 5:00:00",SOLUSDT,0.01,0.03
580,"Feb 5, 2022, 5:00:00",BNBUSDT,0.01,0.03
581,"Feb 5, 2022, 5:00:00",ADAUSDT,0.01,0.03
582,"Feb 5, 2022, 5:00:00",DOTUSDT,0.01,0.03
583,"Feb 5, 2022, 5:00:00",DOGEUSDT,0.01,0.03
584,"Feb 5, 2022, 5:00:00",LTCUSD,0.01,0.03
585,"Feb 5, 2022, 5:00:00",BCHUSD,0.01,0.03
586,"Feb 5, 2022, 5:00:00",XRPUSD,0.01,0.03
587,"Feb 5, 2022, 5:00:00",ETHUSD,0.01,0.03
588,"Feb 5, 2022, 5:00:00",XBTUSD,0.0059,0.0177
589,"Feb 4, 2022, 9:00:00",MANAUSDT,-0.0089,-0.0267
590,"Feb 4, 2022, 9:00:00",SANDUSDT,0.01,0.03
591,"Feb 4, 2022, 9:00:00",FTMUSDT,0.01,0.03
592,"Feb 4, 2022, 9:00:00",SHIBUSDT,0.01,0.03
593,"Feb 4, 2022, 9:00:00",LTCUSDT,0.01,0.03
594,"Feb 4, 2022, 9:00:00",BCHUSDT,0.01,0.03
595,"Feb 4, 2022, 9:00:00",XRPUSDT,0.01,0.03
596,"Feb 4, 2022, 9:00:00",ETHUSDT,0.01,0.03
597,"Feb 4, 2022, 9:00:00",XBTUSDT,0.01,0.03
598,"Feb 4, 2022, 9:00:00",SOLUSD,0.0776,0.2328
599,"Feb 4, 2022, 9:00:00",LINKUSD,0.0449,0.1347
600,"Feb 4, 2022, 9:00:00",EOSUSD,0.01,0.03
601,"Feb 4, 2022, 9:00:00",AXSUSD,-0.0013,-0.0039
602,"Feb 4, 2022, 9:00:00",DOTUSD,0.01,0.03
603,"Feb 4, 2022, 9:00:00",BNBUSD,0.01,0.03
604,"Feb 4, 2022, 9:00:00",DOGEUSD,0.0462,0.1386
605,"Feb 4, 2022, 9:00:00",ADAUSD,0.01,0.03
606,"Feb 4, 2022, 9:00:00",AVAXUSD,0.01,0.03
607,"Feb 4, 2022, 9:00:00",LUNAUSD,0.01,0.03
608,"Feb 4, 2022, 9:00:00",MATICUSDT,0.01,0.03
609,"Feb 4, 2022, 9:00:00",XBTEUR,0.01,0.03
610,"Feb 4, 2022, 9:00:00",SOLUSDT,0.01,0.03
611,"Feb 4, 2022, 9:00:00",BNBUSDT,-0.014,-0.042
612,"Feb 4, 2022, 9:00:00",ADAUSDT,0.01,0.03
613,"Feb 4, 2022, 9:00:00",DOTUSDT,0.01,0.03
614,"Feb 4, 2022, 9:00:00",DOGEUSDT,0.01,0.03
615,"Feb 4, 2022, 9:00:00",LTCUSD,0.01,0.03
616,"Feb 4, 2022, 9:00:00",BCHUSD,0.01,0.03
617,"Feb 4, 2022, 9:00:00",XRPUSD,0.01,0.03
618,"Feb 4, 2022, 9:00:00",ETHUSD,0.01,0.03
619,"Feb 4, 2022, 9:00:00",XBTUSD,0.01,0.03
620,"Feb 4, 2022, 1:00:00",MANAUSDT,0.01,0.03
621,"Feb 4, 2022, 1:00:00",SANDUSDT,0.01,0.03
622,"Feb 4, 2022, 1:00:00",FTMUSDT,0.01,0.03
623,"Feb 4, 2022, 1:00:00",SHIBUSDT,0.01,0.03
624,"Feb 4, 2022, 1:00:00",LTCUSDT,0.01,0.03
625,"Feb 4, 2022, 1:00:00",BCHUSDT,0.01,0.03
626,"Feb 4, 2022, 1:00:00",XRPUSDT,0.01,0.03
627,"Feb 4, 2022, 1:00:00",ETHUSDT,0.01,0.03
628,"Feb 4, 2022, 1:00:00",XBTUSDT,0.0043,0.0129
629,"Feb 4, 2022, 1:00:00",SOLUSD,0.0807,0.2421
630,"Feb 4, 2022, 1:00:00",LINKUSD,0.0276,0.0828
631,"Feb 4, 2022, 1:00:00",EOSUSD,0.01,0.03
632,"Feb 4, 2022, 1:00:00",AXSUSD,0.01,0.03
633,"Feb 4, 2022, 1:00:00",DOTUSD,0.01,0.03
634,"Feb 4, 2022, 1:00:00",BNBUSD,0.01,0.03
635,"Feb 4, 2022, 1:00:00",DOGEUSD,0.0416,0.1248
636,"Feb 4, 2022, 1:00:00",ADAUSD,0.01,0.03
637,"Feb 4, 2022, 1:00:00",AVAXUSD,0.01,0.03
638,"Feb 4, 2022, 1:00:00",LUNAUSD,0.01,0.03
639,"Feb 4, 2022, 1:00:00",MATICUSDT,0.01,0.03
640,"Feb 4, 2022, 1:00:00",XBTEUR,0.0006,0.0018
641,"Feb 4, 2022, 1:00:00",SOLUSDT,0.01,0.03
642,"Feb 4, 2022, 1:00:00",BNBUSDT,0.006,0.018
643,"Feb 4, 2022, 1:00:00",ADAUSDT,0.01,0.03
644,"Feb 4, 2022, 1:00:00",DOTUSDT,0.01,0.03
645,"Feb 4, 2022, 1:00:00",DOGEUSDT,0.01,0.03
646,"Feb 4, 2022, 1:00:00",LTCUSD,0.01,0.03
647,"Feb 4, 2022, 1:00:00",BCHUSD,0.01,0.03
648,"Feb 4, 2022, 1:00:00",XRPUSD,0.01,0.03
649,"Feb 4, 2022, 1:00:00",ETHUSD,0.01,0.03
650,"Feb 4, 2022, 1:00:00",XBTUSD,-0.0083,-0.0249
651,"Feb 4, 2022, 5:00:00",MANAUSDT,0.01,0.03
652,"Feb 4, 2022, 5:00:00",SANDUSDT,0.01,0.03
653,"Feb 4, 2022, 5:00:00",FTMUSDT,0.01,0.03
654,"Feb 4, 2022, 5:00:00",SHIBUSDT,0.01,0.03
655,"Feb 4, 2022, 5:00:00",LTCUSDT,0.01,0.03
656,"Feb 4, 2022, 5:00:00",BCHUSDT,0.01,0.03
657,"Feb 4, 2022, 5:00:00",XRPUSDT,0.01,0.03
658,"Feb 4, 2022, 5:00:00",ETHUSDT,0.01,0.03
659,"Feb 4, 2022, 5:00:00",XBTUSDT,0.01,0.03
660,"Feb 4, 2022, 5:00:00",SOLUSD,0.0623,0.1869
661,"Feb 4, 2022, 5:00:00",LINKUSD,0.0336,0.1008
662,"Feb 4, 2022, 5:00:00",EOSUSD,0.01,0.03
663,"Feb 4, 2022, 5:00:00",AXSUSD,0.01,0.03
664,"Feb 4, 2022, 5:00:00",DOTUSD,0.01,0.03
665,"Feb 4, 2022, 5:00:00",BNBUSD,0.01,0.03
666,"Feb 4, 2022, 5:00:00",DOGEUSD,0.031,0.093
667,"Feb 4, 2022, 5:00:00",ADAUSD,0.01,0.03
668,"Feb 4, 2022, 5:00:00",AVAXUSD,0.01,0.03
669,"Feb 4, 2022, 5:00:00",LUNAUSD,0.01,0.03
670,"Feb 4, 2022, 5:00:00",MATICUSDT,0.01,0.03
671,"Feb 4, 2022, 5:00:00",XBTEUR,0.01,0.03
672,"Feb 4, 2022, 5:00:00",SOLUSDT,0.01,0.03
673,"Feb 4, 2022, 5:00:00",BNBUSDT,0.01,0.03
674,"Feb 4, 2022, 5:00:00",ADAUSDT,0.01,0.03
675,"Feb 4, 2022, 5:00:00",DOTUSDT,0.01,0.03
676,"Feb 4, 2022, 5:00:00",DOGEUSDT,0.01,0.03
677,"Feb 4, 2022, 5:00:00",LTCUSD,0.01,0.03
678,"Feb 4, 2022, 5:00:00",BCHUSD,0.01,0.03
679,"Feb 4, 2022, 5:00:00",XRPUSD,0.01,0.03
680,"Feb 4, 2022, 5:00:00",ETHUSD,0.0211,0.0633
681,"Feb 4, 2022, 5:00:00",XBTUSD,-0.0066,-0.0198
682,"Feb 3, 2022, 9:00:00",MANAUSDT,0.01,0.03
683,"Feb 3, 2022, 9:00:00",SANDUSDT,0.01,0.03
684,"Feb 3, 2022, 9:00:00",FTMUSDT,0.01,0.03
685,"Feb 3, 2022, 9:00:00",SHIBUSDT,0.01,0.03
686,"Feb 3, 2022, 9:00:00",LTCUSDT,0.01,0.03
687,"Feb 3, 2022, 9:00:00",BCHUSDT,0.01,0.03
688,"Feb 3, 2022, 9:00:00",XRPUSDT,0.01,0.03
689,"Feb 3, 2022, 9:00:00",ETHUSDT,0.01,0.03
690,"Feb 3, 2022, 9:00:00",XBTUSDT,0.01,0.03
691,"Feb 3, 2022, 9:00:00",SOLUSD,0.0683,0.2049
692,"Feb 3, 2022, 9:00:00",LINKUSD,0.0353,0.1059
693,"Feb 3, 2022, 9:00:00",EOSUSD,0.01,0.03
694,"Feb 3, 2022, 9:00:00",AXSUSD,0.01,0.03
695,"Feb 3, 2022, 9:00:00",DOTUSD,0.01,0.03
696,"Feb 3, 2022, 9:00:00",BNBUSD,0.01,0.03
697,"Feb 3, 2022, 9:00:00",DOGEUSD,0.0405,0.1215
698,"Feb 3, 2022, 9:00:00",ADAUSD,0.01,0.03
699,"Feb 3, 2022, 9:00:00",AVAXUSD,0.01,0.03
700,"Feb 3, 2022, 9:00:00",LUNAUSD,0.01,0.03
701,"Feb 3, 2022, 9:00:00",MATICUSDT,0.01,0.03
702,"Feb 3, 2022, 9:00:00",XBTEUR,0.0098,0.0294
703,"Feb 3, 2022, 9:00:00",SOLUSDT,0.01,0.03
704,"Feb 3, 2022, 9:00:00",BNBUSDT,-0.029,-0.087
705,"Feb 3, 2022, 9:00:00",ADAUSDT,0.01,0.03
706,"Feb 3, 2022, 9:00:00",DOTUSDT,0.01,0.03
707,"Feb 3, 2022, 9:00:00",DOGEUSDT,0.01,0.03
708,"Feb 3, 2022, 9:00:00",LTCUSD,0.01,0.03
709,"Feb 3, 2022, 9:00:00",BCHUSD,0.01,0.03
710,"Feb 3, 2022, 9:00:00",XRPUSD,0.01,0.03
711,"Feb 3, 2022, 9:00:00",ETHUSD,0.0166,0.0498
712,"Feb 3, 2022, 9:00:00",XBTUSD,0.0052,0.0156
713,"Feb 3, 2022, 1:00:00",MANAUSDT,0.01,0.03
714,"Feb 3, 2022, 1:00:00",SANDUSDT,0.01,0.03
715,"Feb 3, 2022, 1:00:00",FTMUSDT,0.01,0.03
716,"Feb 3, 2022, 1:00:00",SHIBUSDT,0.01,0.03
717,"Feb 3, 2022, 1:00:00",LTCUSDT,0.01,0.03
718,"Feb 3, 2022, 1:00:00",BCHUSDT,0.01,0.03
719,"Feb 3, 2022, 1:00:00",XRPUSDT,0.01,0.03
720,"Feb 3, 2022, 1:00:00",ETHUSDT,0.01,0.03
721,"Feb 3, 2022, 1:00:00",XBTUSDT,0.01,0.03
722,"Feb 3, 2022, 1:00:00",SOLUSD,0.0284,0.0852
723,"Feb 3, 2022, 1:00:00",LINKUSD,0.01,0.03
724,"Feb 3, 2022, 1:00:00",EOSUSD,0.01,0.03
725,"Feb 3, 2022, 1:00:00",AXSUSD,-0.0438,-0.1314
726,"Feb 3, 2022, 1:00:00",DOTUSD,0.01,0.03
727,"Feb 3, 2022, 1:00:00",BNBUSD,0.01,0.03
728,"Feb 3, 2022, 1:00:00",DOGEUSD,0.026,0.078
729,"Feb 3, 2022, 1:00:00",ADAUSD,0.01,0.03
730,"Feb 3, 2022, 1:00:00",AVAXUSD,0.01,0.03
731,"Feb 3, 2022, 1:00:00",LUNAUSD,0.01,0.03
732,"Feb 3, 2022, 1:00:00",MATICUSDT,0.01,0.03
733,"Feb 3, 2022, 1:00:00",XBTEUR,-0.0118,-0.0354
734,"Feb 3, 2022, 1:00:00",SOLUSDT,0.01,0.03
735,"Feb 3, 2022, 1:00:00",BNBUSDT,-0.075,-0.225
736,"Feb 3, 2022, 1:00:00",ADAUSDT,0.01,0.03
737,"Feb 3, 2022, 1:00:00",DOTUSDT,0.01,0.03
738,"Feb 3, 2022, 1:00:00",DOGEUSDT,0.01,0.03
739,"Feb 3, 2022, 1:00:00",LTCUSD,0.01,0.03
740,"Feb 3, 2022, 1:00:00",BCHUSD,0.01,0.03
741,"Feb 3, 2022, 1:00:00",XRPUSD,0.01,0.03
742,"Feb 3, 2022, 1:00:00",ETHUSD,0.01,0.03
743,"Feb 3, 2022, 1:00:00",XBTUSD,0.0035,0.0105
744,"Feb 3, 2022, 5:00:00",MANAUSDT,0.01,0.03
745,"Feb 3, 2022, 5:00:00",SANDUSDT,0.01,0.03
746,"Feb 3, 2022, 5:00:00",FTMUSDT,0.01,0.03
747,"Feb 3, 2022, 5:00:00",SHIBUSDT,0.01,0.03
748,"Feb 3, 2022, 5:00:00",LTCUSDT,0.01,0.03
749,"Feb 3, 2022, 5:00:00",BCHUSDT,0.01,0.03
750,"Feb 3, 2022, 5:00:00",XRPUSDT,0.01,0.03
751,"Feb 3, 2022, 5:00:00",ETHUSDT,0.01,0.03
752,"Feb 3, 2022, 5:00:00",XBTUSDT,0.01,0.03
753,"Feb 3, 2022, 5:00:00",SOLUSD,0.01,0.03
754,"Feb 3, 2022, 5:00:00",LINKUSD,0.0201,0.0603
755,"Feb 3, 2022, 5:00:00",EOSUSD,0.01,0.03
756,"Feb 3, 2022, 5:00:00",AXSUSD,-0.0738,-0.2214
757,"Feb 3, 2022, 5:00:00",DOTUSD,0.01,0.03
758,"Feb 3, 2022, 5:00:00",BNBUSD,0.01,0.03
759,"Feb 3, 2022, 5:00:00",DOGEUSD,0.0166,0.0498
760,"Feb 3, 2022, 5:00:00",ADAUSD,0.01,0.03
761,"Feb 3, 2022, 5:00:00",AVAXUSD,0.01,0.03
762,"Feb 3, 2022, 5:00:00",LUNAUSD,0.01,0.03
763,"Feb 3, 2022, 5:00:00",MATICUSDT,0.01,0.03
764,"Feb 3, 2022, 5:00:00",XBTEUR,0.0035,0.0105
765,"Feb 3, 2022, 5:00:00",SOLUSDT,0.01,0.03
766,"Feb 3, 2022, 5:00:00",BNBUSDT,-0.033,-0.099
767,"Feb 3, 2022, 5:00:00",ADAUSDT,0.01,0.03
768,"Feb 3, 2022, 5:00:00",DOTUSDT,0.01,0.03
769,"Feb 3, 2022, 5:00:00",DOGEUSDT,0.01,0.03
770,"Feb 3, 2022, 5:00:00",LTCUSD,0.01,0.03
771,"Feb 3, 2022, 5:00:00",BCHUSD,0.01,0.03
772,"Feb 3, 2022, 5:00:00",XRPUSD,0.01,0.03
